X,Y,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9
0.546875,0.515625,0.0,1.0,,5.828125,10.1875,,-15.109375,49.96875,2.890625,-10.1875
0.5625,0.515625,0.0,1.0,,5.984375,11.046875,,-15.265625,50.828125,2.96875,-11.046875
0.578125,0.515625,0.0,1.0,,6.140625,11.90625,,-15.421875,51.6875,3.046875,-11.90625
0.59375,0.515625,0.0,1.0,,6.296875,12.765625,,-15.578125,52.546875,3.125,-12.765625
0.609375,0.515625,0.0,,,6.453125,,,-15.734375,53.40625,3.203125,-13.625
0.625,0.515625,0.0,,0.0,6.609375,,8.28125,-15.890625,54.265625,3.28125,-14.484375
0.640625,0.515625,0.0,,0.0,6.765625,,8.359375,-16.046875,55.125,3.359375,-15.34375
0.65625,0.515625,0.0,,0.0,6.921875,,8.4375,-16.203125,55.984375,3.4375,-16.203125
0.671875,0.515625,0.0,,0.0,7.078125,,8.515625,-16.359375,56.84375,3.515625,95.46875
0.6875,0.515625,0.0,,0.0,7.234375,,8.59375,-16.515625,57.703125,3.59375,96.40625
0.703125,0.515625,0.0,-1.0,0.0,7.390625,8.296875,8.671875,-16.671875,58.5625,3.671875,97.34375
0.71875,0.515625,0.0,-1.0,0.0,7.546875,8.109375,8.75,-16.828125,59.421875,3.75,98.28125
0.734375,0.515625,0.0,-1.0,0.0,7.703125,7.921875,8.828125,-16.984375,60.28125,3.828125,-51.328125
0.75,0.515625,0.0,-1.0,0.0,7.859375,7.734375,8.90625,-17.140625,-25.734375,3.90625,-51.515625
0.765625,0.515625,0.0,-1.0,0.0,8.015625,7.546875,8.984375,-17.296875,-25.921875,3.984375,-51.703125
0.78125,0.515625,0.0,-1.0,0.0,8.171875,7.359375,9.0625,-17.453125,-26.109375,4.0625,-51.890625
0.796875,0.515625,,-1.0,0.0,,7.171875,9.140625,-17.609375,-26.296875,4.140625,-52.078125
0.8125,0.515625,,-1.0,0.0,,6.984375,9.21875,-17.765625,-26.484375,4.21875,-52.265625
0.828125,0.515625,,-1.0,0.0,,6.796875,9.296875,-17.921875,-26.671875,4.296875,-52.453125
0.84375,0.515625,,-1.0,0.0,,6.609375,9.375,-18.078125,-26.859375,4.375,-52.640625
0.859375,0.515625,,,0.0,,,9.453125,-18.234375,-27.046875,4.453125,-52.828125
0.875,0.515625,,,0.0,,,9.53125,-18.390625,-27.234375,4.53125,-53.015625
0.890625,0.515625,,,0.0,,,9.609375,-18.546875,-27.421875,4.609375,-53.203125
0.90625,0.515625,-1.0,,0.0,2.578125,,9.6875,-18.703125,-27.609375,4.6875,77.03125
0.921875,0.515625,-1.0,,0.0,2.578125,,9.765625,-18.859375,-27.796875,4.765625,78.359375
0.9375,0.515625,-1.0,,0.0,2.578125,,9.84375,12.578125,-27.984375,4.84375,79.6875
0.953125,0.515625,-1.0,,0.0,2.578125,,9.921875,12.578125,-28.171875,4.921875,81.015625
0.96875,0.515625,-1.0,,0.0,2.578125,,10.0,12.578125,-28.359375,5.0,82.34375
0.984375,0.515625,-1.0,,0.0,2.578125,,10.078125,12.578125,-28.546875,5.078125,83.671875
1.0,0.515625,-1.0,0.0,0.0,2.578125,4.453125,10.15625,12.578125,-28.734375,5.15625,85.0
0.0,0.53125,1.0,0.0,1.0,5.3125,0.40625,-1.0625,5.3125,-16.96875,-1.0625,0.0
0.015625,0.53125,1.0,,1.0,5.390625,,-0.9796875,5.390625,-17.15625,-0.9796875,1.328125
0.03125,0.53125,1.0,,1.0,5.46875,,-0.896875,5.46875,-17.34375,-0.896875,2.65625
0.046875,0.53125,1.0,,1.0,5.546875,,-0.8140625,5.546875,-17.53125,-0.8140625,3.984375
0.0625,0.53125,1.0,,1.0,5.625,,-0.73125,5.625,-17.71875,-0.73125,5.3125
0.078125,0.53125,1.0,,1.0,5.703125,,-0.6484375,5.703125,-17.90625,-0.6484375,6.640625
0.09375,0.53125,1.0,,1.0,5.78125,,-0.565625,5.78125,-18.09375,-0.565625,7.96875
0.109375,0.53125,1.0,,1.0,5.859375,,-0.4828125,5.859375,-18.28125,-0.4828125,-44.84375
0.125,0.53125,1.0,,1.0,5.9375,,-0.4,5.9375,-18.46875,-0.4,-45.03125
0.140625,0.53125,1.0,,1.0,6.015625,,-0.31718750000000007,6.015625,-18.65625,-0.31718750000000007,-45.21875
0.15625,0.53125,,-1.0,1.0,,15.09375,-0.234375,6.09375,-18.84375,-0.234375,-45.40625
0.171875,0.53125,,-1.0,1.0,,14.90625,-0.15156250000000004,6.171875,-19.03125,-0.15156250000000004,-45.59375
0.1875,0.53125,,-1.0,1.0,,14.71875,-0.06875000000000009,6.25,-19.21875,-0.06875000000000009,-45.78125
0.203125,0.53125,,-1.0,1.0,,14.53125,0.014062499999999867,6.328125,-19.40625,0.014062499999999867,-45.96875
0.21875,0.53125,,-1.0,1.0,,14.34375,0.09687500000000004,6.40625,-19.59375,0.09687500000000004,-46.15625
0.234375,0.53125,,-1.0,1.0,,14.15625,0.1796875,6.484375,-19.78125,0.1796875,-46.34375
0.25,0.53125,,-1.0,1.0,,13.96875,0.26249999999999996,6.5625,-19.96875,0.26249999999999996,-46.53125
0.265625,0.53125,,-1.0,1.0,,13.78125,0.3453124999999999,6.640625,34.890625,0.3453124999999999,-46.71875
0.28125,0.53125,,-1.0,1.0,,13.59375,0.42812499999999987,6.71875,35.75,0.42812499999999987,-46.90625
0.296875,0.53125,,-1.0,1.0,,13.40625,0.5109375,6.796875,36.609375,0.5109375,73.125
0.3125,0.53125,,,1.0,,,0.59375,6.875,37.46875,0.59375,74.0625
0.328125,0.53125,,,1.0,,,0.6765625,6.953125,38.328125,0.6765625,75.0
0.34375,0.53125,,,1.0,,,0.7593749999999999,7.03125,39.1875,0.7593749999999999,-1.375
0.359375,0.53125,,,1.0,,,0.8421874999999999,7.109375,40.046875,0.8421874999999999,-0.515625
0.375,0.53125,,,1.0,,,0.9249999999999998,7.1875,40.90625,0.9249999999999998,0.34375
0.390625,0.53125,,,1.0,,,1.0078125,7.265625,41.765625,1.0078125,1.203125
0.40625,0.53125,,1.0,1.0,,2.0625,1.0906249999999997,7.34375,42.625,1.0906249999999997,2.0625
0.421875,0.53125,,1.0,1.0,,2.921875,1.1734375,7.421875,43.484375,1.1734375,2.921875
0.4375,0.53125,,1.0,,,3.78125,,7.5,44.34375,1.25625,3.78125
0.453125,0.53125,,1.0,,,4.640625,,7.578125,45.203125,1.3390624999999998,4.640625
0.46875,0.53125,,1.0,,,5.5,,7.65625,46.0625,1.421875,83.4375
0.484375,0.53125,,1.0,,,6.359375,,7.734375,46.921875,1.5046874999999997,84.375
0.5,0.53125,,1.0,,,7.21875,,7.8125,47.78125,1.5875,85.3125
0.515625,0.53125,0.0,1.0,,5.375,8.078125,,7.890625,48.640625,1.6703125,86.25
0.53125,0.53125,0.0,1.0,,5.53125,8.9375,,-15.09375,49.5,1.7531249999999998,87.1875
0.546875,0.53125,0.0,1.0,,5.6875,9.796875,,-15.25,50.359375,3.046875,-9.796875
0.5625,0.53125,0.0,1.0,,5.84375,10.65625,,-15.40625,51.21875,3.125,-10.65625
0.578125,0.53125,0.0,1.0,,6.0,11.515625,,-15.5625,52.078125,3.203125,-11.515625
0.59375,0.53125,0.0,1.0,,6.15625,12.375,,-15.71875,52.9375,3.28125,-12.375
0.609375,0.53125,0.0,,,6.3125,,,-15.875,53.796875,3.359375,-13.234375
0.625,0.53125,0.0,,,6.46875,,,-16.03125,54.65625,3.4375,-14.09375
0.640625,0.53125,0.0,,0.0,6.625,,8.515625,-16.1875,55.515625,3.515625,-14.953125
0.65625,0.53125,0.0,,0.0,6.78125,,8.59375,-16.34375,56.375,3.59375,-15.8125
0.671875,0.53125,0.0,,0.0,6.9375,,8.671875,-16.5,57.234375,3.671875,95.625
0.6875,0.53125,0.0,,0.0,7.09375,,8.75,-16.65625,58.09375,3.75,96.5625
0.703125,0.53125,0.0,-1.0,0.0,7.25,8.53125,8.828125,-16.8125,58.953125,3.828125,97.5
0.71875,0.53125,0.0,-1.0,0.0,7.40625,8.34375,8.90625,-16.96875,59.8125,3.90625,-52.15625
0.734375,0.53125,0.0,-1.0,0.0,7.5625,8.15625,8.984375,-17.125,60.671875,3.984375,-52.34375
0.75,0.53125,0.0,-1.0,0.0,7.71875,7.96875,9.0625,-17.28125,-25.96875,4.0625,-52.53125
0.765625,0.53125,0.0,-1.0,0.0,7.875,7.78125,9.140625,-17.4375,-26.15625,4.140625,-52.71875
0.78125,0.53125,0.0,-1.0,0.0,8.03125,7.59375,9.21875,-17.59375,-26.34375,4.21875,-52.90625
0.796875,0.53125,0.0,-1.0,0.0,8.1875,7.40625,9.296875,-17.75,-26.53125,4.296875,-53.09375
0.8125,0.53125,,-1.0,0.0,,7.21875,9.375,-17.90625,-26.71875,4.375,-53.28125
0.828125,0.53125,,-1.0,0.0,,7.03125,9.453125,-18.0625,-26.90625,4.453125,-53.46875
0.84375,0.53125,,-1.0,0.0,,6.84375,9.53125,-18.21875,-27.09375,4.53125,-53.65625
0.859375,0.53125,,,0.0,,,9.609375,-18.375,-27.28125,4.609375,-53.84375
0.875,0.53125,,,0.0,,,9.6875,-18.53125,-27.46875,4.6875,-54.03125
0.890625,0.53125,,,0.0,,,9.765625,-18.6875,-27.65625,4.765625,-54.21875
0.90625,0.53125,-1.0,,0.0,2.65625,,9.84375,-18.84375,-27.84375,4.84375,77.03125
0.921875,0.53125,-1.0,,0.0,2.65625,,9.921875,-19.0,-28.03125,4.921875,78.359375
0.9375,0.53125,-1.0,,0.0,2.65625,,10.0,12.65625,-28.21875,5.0,79.6875
0.953125,0.53125,-1.0,,0.0,2.65625,,10.078125,12.65625,-28.40625,5.078125,81.015625
0.96875,0.53125,-1.0,,0.0,2.65625,,10.15625,12.65625,-28.59375,5.15625,82.34375
0.984375,0.53125,-1.0,,0.0,2.65625,,10.234375,12.65625,-28.78125,5.234375,83.671875
1.0,0.53125,-1.0,0.0,0.0,2.65625,4.40625,10.3125,12.65625,-28.96875,5.3125,85.0
0.0,0.546875,1.0,0.0,1.0,5.46875,0.359375,-1.09375,5.46875,-17.203125,-1.09375,0.0
0.015625,0.546875,1.0,,1.0,5.546875,,-1.0109375,5.546875,-17.390625,-1.0109375,1.328125
0.03125,0.546875,1.0,,1.0,5.625,,-0.928125,5.625,-17.578125,-0.928125,2.65625
0.046875,0.546875,1.0,,1.0,5.703125,,-0.8453125,5.703125,-17.765625,-0.8453125,3.984375
0.0625,0.546875,,,1.0,,,-0.7625,5.78125,-17.953125,-0.7625,5.3125
0.078125,0.546875,,,1.0,,,-0.6796875,5.859375,-18.140625,-0.6796875,6.640625
0.09375,0.546875,,,1.0,,,-0.596875,5.9375,-18.328125,-0.596875,7.96875
0.109375,0.546875,,,1.0,,,-0.5140625,6.015625,-18.515625,-0.5140625,-45.859375
0.125,0.546875,,,1.0,,,-0.43125,6.09375,-18.703125,-0.43125,-46.046875
0.140625,0.546875,,,1.0,,,-0.34843750000000007,6.171875,-18.890625,-0.34843750000000007,-46.234375
0.15625,0.546875,,-1.0,1.0,,15.328125,-0.265625,6.25,-19.078125,-0.265625,-46.421875
0.171875,0.546875,,-1.0,1.0,,15.140625,-0.18281250000000004,6.328125,-19.265625,-0.18281250000000004,-46.609375
0.1875,0.546875,,-1.0,1.0,,14.953125,-0.10000000000000009,6.40625,-19.453125,-0.10000000000000009,-46.796875
0.203125,0.546875,,-1.0,1.0,,14.765625,-0.017187500000000133,6.484375,-19.640625,-0.017187500000000133,-46.984375
0.21875,0.546875,,-1.0,1.0,,14.578125,0.06562500000000004,6.5625,-19.828125,0.06562500000000004,-47.171875
0.234375,0.546875,,-1.0,1.0,,14.390625,0.1484375,6.640625,-20.015625,0.1484375,-47.359375
0.25,0.546875,,-1.0,1.0,,14.203125,0.23124999999999996,6.71875,-20.203125,0.23124999999999996,-47.546875
0.265625,0.546875,,-1.0,1.0,,14.015625,0.3140624999999999,6.796875,35.28125,0.3140624999999999,-47.734375
0.28125,0.546875,,-1.0,1.0,,13.828125,0.39687499999999987,6.875,36.140625,0.39687499999999987,-47.921875
0.296875,0.546875,,-1.0,1.0,,13.640625,0.47968750000000004,6.953125,37.0,0.47968750000000004,-48.109375
0.3125,0.546875,,,1.0,,,0.5625,7.03125,37.859375,0.5625,74.21875
0.328125,0.546875,,,1.0,,,0.6453125,7.109375,38.71875,0.6453125,75.15625
0.34375,0.546875,,,1.0,,,0.7281249999999999,7.1875,39.578125,0.7281249999999999,76.09375
0.359375,0.546875,,,1.0,,,0.8109374999999999,7.265625,40.4375,0.8109374999999999,-0.90625
0.375,0.546875,,,1.0,,,0.8937499999999998,7.34375,41.296875,0.8937499999999998,-0.046875
0.390625,0.546875,,,1.0,,,0.9765625,7.421875,42.15625,0.9765625,0.8125
0.40625,0.546875,,,1.0,,,1.0593749999999997,7.5,43.015625,1.0593749999999997,1.671875
0.421875,0.546875,,1.0,1.0,,2.53125,1.1421875,7.578125,43.875,1.1421875,2.53125
0.4375,0.546875,,1.0,1.0,,3.390625,1.225,7.65625,44.734375,1.225,3.390625
0.453125,0.546875,,1.0,,,4.25,,7.734375,45.59375,1.3078124999999998,82.65625
0.46875,0.546875,,1.0,,,5.109375,,7.8125,46.453125,1.390625,83.59375
0.484375,0.546875,,1.0,,,5.96875,,7.890625,47.3125,1.4734374999999997,84.53125
0.5,0.546875,0.0,1.0,,5.078125,6.828125,,7.96875,48.171875,1.55625,85.46875
0.515625,0.546875,0.0,1.0,,5.234375,7.6875,,-15.078125,49.03125,1.6390625,86.40625
0.53125,0.546875,0.0,1.0,,5.390625,8.546875,,-15.234375,49.890625,1.7218749999999998,87.34375
0.546875,0.546875,0.0,1.0,,5.546875,9.40625,,-15.390625,50.75,1.8046875,88.28125
0.5625,0.546875,0.0,1.0,,5.703125,10.265625,,-15.546875,51.609375,3.28125,-10.265625
0.578125,0.546875,0.0,1.0,,5.859375,11.125,,-15.703125,52.46875,3.359375,-11.125
0.59375,0.546875,0.0,,,6.015625,,,-15.859375,53.328125,3.4375,-11.984375
0.609375,0.546875,0.0,,,6.171875,,,-16.015625,54.1875,3.515625,-12.84375
0.625,0.546875,0.0,,,6.328125,,,-16.171875,55.046875,3.59375,-13.703125
0.640625,0.546875,0.0,,,6.484375,,,-16.328125,55.90625,3.671875,-14.5625
0.65625,0.546875,0.0,,0.0,6.640625,,8.75,-16.484375,56.765625,3.75,94.84375
0.671875,0.546875,0.0,,0.0,6.796875,,8.828125,-16.640625,57.625,3.828125,95.78125
0.6875,0.546875,0.0,,0.0,6.953125,,8.90625,-16.796875,58.484375,3.90625,96.71875
0.703125,0.546875,0.0,-1.0,0.0,7.109375,8.765625,8.984375,-16.953125,59.34375,3.984375,-52.984375
0.71875,0.546875,0.0,-1.0,0.0,7.265625,8.578125,9.0625,-17.109375,60.203125,4.0625,-53.171875
0.734375,0.546875,0.0,-1.0,0.0,7.421875,8.390625,9.140625,-17.265625,61.0625,4.140625,-53.359375
0.75,0.546875,0.0,-1.0,0.0,7.578125,8.203125,9.21875,-17.421875,-26.203125,4.21875,-53.546875
0.765625,0.546875,0.0,-1.0,0.0,7.734375,8.015625,9.296875,-17.578125,-26.390625,4.296875,-53.734375
0.78125,0.546875,0.0,-1.0,0.0,7.890625,7.828125,9.375,-17.734375,-26.578125,4.375,-53.921875
0.796875,0.546875,0.0,-1.0,0.0,8.046875,7.640625,9.453125,-17.890625,-26.765625,4.453125,-54.109375
0.8125,0.546875,,-1.0,0.0,,7.453125,9.53125,-18.046875,-26.953125,4.53125,-54.296875
0.828125,0.546875,,-1.0,0.0,,7.265625,9.609375,-18.203125,-27.140625,4.609375,-54.484375
0.84375,0.546875,,-1.0,0.0,,7.078125,9.6875,-18.359375,-27.328125,4.6875,-54.671875
0.859375,0.546875,,,0.0,,,9.765625,-18.515625,-27.515625,4.765625,-54.859375
0.875,0.546875,,,0.0,,,9.84375,-18.671875,-27.703125,4.84375,-55.046875
0.890625,0.546875,,,0.0,,,9.921875,-18.828125,-27.890625,4.921875,-55.234375
0.90625,0.546875,-1.0,,0.0,2.734375,,10.0,-18.984375,-28.078125,5.0,77.03125
0.921875,0.546875,-1.0,,0.0,2.734375,,10.078125,-19.140625,-28.265625,5.078125,78.359375
0.9375,0.546875,-1.0,,0.0,2.734375,,10.15625,12.734375,-28.453125,5.15625,79.6875
0.953125,0.546875,-1.0,,0.0,2.734375,,10.234375,12.734375,-28.640625,5.234375,81.015625
0.96875,0.546875,-1.0,,0.0,2.734375,,10.3125,12.734375,-28.828125,5.3125,82.34375
0.984375,0.546875,-1.0,,0.0,2.734375,,10.390625,12.734375,-29.015625,5.390625,83.671875
1.0,0.546875,-1.0,0.0,0.0,2.734375,4.359375,10.46875,12.734375,-29.203125,5.46875,85.0
0.0,0.5625,,0.0,1.0,,0.3125,-1.125,5.625,-17.4375,-1.125,0.0
0.015625,0.5625,,,1.0,,,-1.0421875,5.703125,-17.625,-1.0421875,1.328125
0.03125,0.5625,,,1.0,,,-0.959375,5.78125,-17.8125,-0.959375,2.65625
0.046875,0.5625,,,1.0,,,-0.8765625,5.859375,-18.0,-0.8765625,3.984375
0.0625,0.5625,,,1.0,,,-0.79375,5.9375,-18.1875,-0.79375,5.3125
0.078125,0.5625,,,1.0,,,-0.7109375,6.015625,-18.375,-0.7109375,6.640625
0.09375,0.5625,,,1.0,,,-0.628125,6.09375,-18.5625,-0.628125,7.96875
0.109375,0.5625,,,1.0,,,-0.5453125,6.171875,-18.75,-0.5453125,-46.875
0.125,0.5625,,,1.0,,,-0.4625,6.25,-18.9375,-0.4625,-47.0625
0.140625,0.5625,,,1.0,,,-0.37968750000000007,6.328125,-19.125,-0.37968750000000007,-47.25
0.15625,0.5625,,-1.0,1.0,,15.5625,-0.296875,6.40625,-19.3125,-0.296875,-47.4375
0.171875,0.5625,,-1.0,1.0,,15.375,-0.21406250000000004,6.484375,-19.5,-0.21406250000000004,-47.625
0.1875,0.5625,,-1.0,1.0,,15.1875,-0.1312500000000001,6.5625,-19.6875,-0.1312500000000001,-47.8125
0.203125,0.5625,,-1.0,1.0,,15.0,-0.04843750000000013,6.640625,-19.875,-0.04843750000000013,-48.0
0.21875,0.5625,,-1.0,1.0,,14.8125,0.034375000000000044,6.71875,-20.0625,0.034375000000000044,-48.1875
0.234375,0.5625,,-1.0,1.0,,14.625,0.1171875,6.796875,-20.25,0.1171875,-48.375
0.25,0.5625,,-1.0,1.0,,14.4375,0.19999999999999996,6.875,-20.4375,0.19999999999999996,-48.5625
0.265625,0.5625,,-1.0,1.0,,14.25,0.2828124999999999,6.953125,35.671875,0.2828124999999999,-48.75
0.28125,0.5625,,-1.0,1.0,,14.0625,0.36562499999999987,7.03125,36.53125,0.36562499999999987,-48.9375
0.296875,0.5625,,-1.0,1.0,,13.875,0.44843750000000004,7.109375,37.390625,0.44843750000000004,-49.125
0.3125,0.5625,,,1.0,,,0.53125,7.1875,38.25,0.53125,74.375
0.328125,0.5625,,,1.0,,,0.6140625,7.265625,39.109375,0.6140625,75.3125
0.34375,0.5625,,,1.0,,,0.6968749999999999,7.34375,39.96875,0.6968749999999999,76.25
0.359375,0.5625,,,1.0,,,0.7796874999999999,7.421875,40.828125,0.7796874999999999,77.1875
0.375,0.5625,,,1.0,,,0.8624999999999998,7.5,41.6875,0.8624999999999998,-0.4375
0.390625,0.5625,,,1.0,,,0.9453125,7.578125,42.546875,0.9453125,0.421875
0.40625,0.5625,,,1.0,,,1.0281249999999997,7.65625,43.40625,1.0281249999999997,1.28125
0.421875,0.5625,,,1.0,,,1.1109375,7.734375,44.265625,1.1109375,2.140625
0.4375,0.5625,,1.0,1.0,,3.0,1.19375,7.8125,45.125,1.19375,81.875
0.453125,0.5625,,1.0,1.0,,3.859375,1.2765624999999998,7.890625,45.984375,1.2765624999999998,82.8125
0.46875,0.5625,,1.0,,,4.71875,,7.96875,46.84375,1.359375,83.75
0.484375,0.5625,0.0,1.0,,4.78125,5.578125,,8.046875,47.703125,1.4421874999999997,84.6875
0.5,0.5625,0.0,1.0,,4.9375,6.4375,,-15.0625,48.5625,1.525,85.625
0.515625,0.5625,0.0,1.0,,5.09375,7.296875,,-15.21875,49.421875,1.6078125,86.5625
0.53125,0.5625,0.0,1.0,,5.25,8.15625,,-15.375,50.28125,1.6906249999999998,87.5
0.546875,0.5625,0.0,1.0,,5.40625,9.015625,,-15.53125,51.140625,1.7734375,88.4375
0.5625,0.5625,0.0,1.0,,5.5625,9.875,,-15.6875,52.0,1.8562499999999997,89.375
0.578125,0.5625,0.0,,,5.71875,,,-15.84375,52.859375,3.515625,-10.734375
0.59375,0.5625,0.0,,,5.875,,,-16.0,53.71875,3.59375,-11.59375
0.609375,0.5625,0.0,,,6.03125,,,-16.15625,54.578125,3.671875,-12.453125
0.625,0.5625,0.0,,,6.1875,,,-16.3125,55.4375,3.75,-13.3125
0.640625,0.5625,0.0,,,6.34375,,,-16.46875,56.296875,3.828125,94.0625
0.65625,0.5625,0.0,,,6.5,,,-16.625,57.15625,3.90625,95.0
0.671875,0.5625,0.0,,0.0,6.65625,,8.984375,-16.78125,58.015625,3.984375,95.9375
0.6875,0.5625,0.0,,0.0,6.8125,,9.0625,-16.9375,58.875,4.0625,96.875
0.703125,0.5625,0.0,-1.0,0.0,6.96875,9.0,9.140625,-17.09375,59.734375,4.140625,-54.0
0.71875,0.5625,0.0,-1.0,0.0,7.125,8.8125,9.21875,-17.25,60.59375,4.21875,-54.1875
0.734375,0.5625,0.0,-1.0,0.0,7.28125,8.625,9.296875,-17.40625,61.453125,4.296875,-54.375
0.75,0.5625,0.0,-1.0,0.0,7.4375,8.4375,9.375,-17.5625,-26.4375,4.375,-54.5625
0.765625,0.5625,0.0,-1.0,0.0,7.59375,8.25,9.453125,-17.71875,-26.625,4.453125,-54.75
0.78125,0.5625,0.0,-1.0,0.0,7.75,8.0625,9.53125,-17.875,-26.8125,4.53125,-54.9375
0.796875,0.5625,0.0,-1.0,0.0,7.90625,7.875,9.609375,-18.03125,-27.0,4.609375,-55.125
0.8125,0.5625,0.0,-1.0,0.0,8.0625,7.6875,9.6875,-18.1875,-27.1875,4.6875,-55.3125
0.828125,0.5625,,-1.0,0.0,,7.5,9.765625,-18.34375,-27.375,4.765625,-55.5
0.84375,0.5625,,-1.0,0.0,,7.3125,9.84375,-18.5,-27.5625,4.84375,-55.6875
0.859375,0.5625,,,0.0,,,9.921875,-18.65625,-27.75,4.921875,-55.875
0.875,0.5625,,,0.0,,,10.0,-18.8125,-27.9375,5.0,-56.0625
0.890625,0.5625,,,0.0,,,10.078125,-18.96875,-28.125,5.078125,-56.25
0.90625,0.5625,-1.0,,0.0,2.8125,,10.15625,-19.125,-28.3125,5.15625,77.03125
0.921875,0.5625,-1.0,,0.0,2.8125,,10.234375,-19.28125,-28.5,5.234375,78.359375
0.9375,0.5625,-1.0,,0.0,2.8125,,10.3125,-19.4375,-28.6875,5.3125,79.6875
0.953125,0.5625,-1.0,,0.0,2.8125,,10.390625,12.8125,-28.875,5.390625,81.015625
0.96875,0.5625,-1.0,,0.0,2.8125,,10.46875,12.8125,-29.0625,5.46875,82.34375
0.984375,0.5625,-1.0,,0.0,2.8125,,10.546875,12.8125,-29.25,5.546875,83.671875
1.0,0.5625,-1.0,0.0,0.0,2.8125,4.3125,10.625,12.8125,-29.4375,5.625,85.0
0.0,0.578125,,0.0,1.0,,0.265625,-1.15625,5.78125,-17.671875,-1.15625,0.0
0.015625,0.578125,,,1.0,,,-1.0734375,5.859375,-17.859375,-1.0734375,1.328125
0.03125,0.578125,,,1.0,,,-0.990625,5.9375,-18.046875,-0.990625,2.65625
0.046875,0.578125,,,1.0,,,-0.9078125,6.015625,-18.234375,-0.9078125,3.984375
0.0625,0.578125,,,1.0,,,-0.825,6.09375,-18.421875,-0.825,5.3125
0.078125,0.578125,,,1.0,,,-0.7421875,6.171875,-18.609375,-0.7421875,6.640625
0.09375,0.578125,,,1.0,,,-0.659375,6.25,-18.796875,-0.659375,7.96875
0.109375,0.578125,,,1.0,,,-0.5765625,6.328125,-18.984375,-0.5765625,-47.890625
0.125,0.578125,,,1.0,,,-0.49375,6.40625,-19.171875,-0.49375,-48.078125
0.140625,0.578125,,,1.0,,,-0.41093750000000007,6.484375,-19.359375,-0.41093750000000007,-48.265625
0.15625,0.578125,,,1.0,,,-0.328125,6.5625,-19.546875,-0.328125,-48.453125
0.171875,0.578125,,-1.0,1.0,,15.609375,-0.24531250000000004,6.640625,-19.734375,-0.24531250000000004,-48.640625
0.1875,0.578125,,-1.0,1.0,,15.421875,-0.1625000000000001,6.71875,-19.921875,-0.1625000000000001,-48.828125
0.203125,0.578125,,-1.0,1.0,,15.234375,-0.07968750000000013,6.796875,-20.109375,-0.07968750000000013,-49.015625
0.21875,0.578125,,-1.0,1.0,,15.046875,0.0031250000000000444,6.875,-20.296875,0.0031250000000000444,-49.203125
0.234375,0.578125,,-1.0,1.0,,14.859375,0.0859375,6.953125,-20.484375,0.0859375,-49.390625
0.25,0.578125,,-1.0,1.0,,14.671875,0.16874999999999996,7.03125,-20.671875,0.16874999999999996,-49.578125
0.265625,0.578125,,-1.0,1.0,,14.484375,0.2515624999999999,7.109375,36.0625,0.2515624999999999,-49.765625
0.28125,0.578125,,-1.0,1.0,,14.296875,0.33437499999999987,7.1875,36.921875,0.33437499999999987,-49.953125
0.296875,0.578125,,-1.0,1.0,,14.109375,0.41718750000000004,7.265625,37.78125,0.41718750000000004,-50.140625
0.3125,0.578125,,-1.0,1.0,,13.921875,0.5,7.34375,38.640625,0.5,-50.328125
0.328125,0.578125,,,1.0,,,0.5828125,7.421875,39.5,0.5828125,75.46875
0.34375,0.578125,,,1.0,,,0.6656249999999999,7.5,40.359375,0.6656249999999999,76.40625
0.359375,0.578125,,,1.0,,,0.7484374999999999,7.578125,41.21875,0.7484374999999999,77.34375
0.375,0.578125,,,1.0,,,0.8312499999999998,7.65625,42.078125,0.8312499999999998,78.28125
0.390625,0.578125,,,1.0,,,0.9140625,7.734375,42.9375,0.9140625,79.21875
0.40625,0.578125,,,1.0,,,0.9968749999999997,7.8125,43.796875,0.9968749999999997,80.15625
0.421875,0.578125,,,1.0,,,1.0796875,7.890625,44.65625,1.0796875,81.09375
0.4375,0.578125,,,1.0,,,1.1625,7.96875,45.515625,1.1625,82.03125
0.453125,0.578125,,1.0,1.0,,3.46875,1.2453124999999998,8.046875,46.375,1.2453124999999998,82.96875
0.46875,0.578125,,1.0,1.0,,4.328125,1.328125,8.125,47.234375,1.328125,83.90625
0.484375,0.578125,0.0,1.0,,4.640625,5.1875,,-15.046875,48.09375,1.4109374999999997,84.84375
0.5,0.578125,0.0,1.0,,4.796875,6.046875,,-15.203125,48.953125,1.49375,85.78125
0.515625,0.578125,0.0,1.0,,4.953125,6.90625,,-15.359375,49.8125,1.5765625,86.71875
0.53125,0.578125,0.0,1.0,,5.109375,7.765625,,-15.515625,50.671875,1.6593749999999998,87.65625
0.546875,0.578125,0.0,1.0,,5.265625,8.625,,-15.671875,51.53125,1.7421875,88.59375
0.5625,0.578125,0.0,,,5.421875,,,-15.828125,52.390625,1.8249999999999997,89.53125
0.578125,0.578125,0.0,,,5.578125,,,-15.984375,53.25,1.9078125,90.46875
0.59375,0.578125,0.0,,,5.734375,,,-16.140625,54.109375,3.75,91.40625
0.609375,0.578125,0.0,,,5.890625,,,-16.296875,54.96875,3.828125,92.34375
0.625,0.578125,0.0,,,6.046875,,,-16.453125,55.828125,3.90625,93.28125
0.640625,0.578125,0.0,,,6.203125,,,-16.609375,56.6875,3.984375,94.21875
0.65625,0.578125,0.0,,,6.359375,,,-16.765625,57.546875,4.0625,95.15625
